mx,my,mz
0.158933,-0.235427,0.079178
-0.158932,0.235428,-0.0791765
0.15893,-0.23543,0.0791751
-0.15893,0.23543,-0.0791752
0.158931,-0.235429,0.0791767
-0.158932,0.235427,-0.0791781
-0.158934,0.235426,-0.0791785
0.158933,-0.235427,0.0791772
-0.158931,0.235429,-0.0791761
0.15893,-0.235429,0.0791764
-0.158932,0.235428,-0.0791777
0.158933,-0.235426,0.0791788
0.158935,-0.235425,0.079179
-0.158934,0.235426,-0.0791781
0.158932,-0.235428,0.0791774
-0.158932,0.235428,-0.0791777
0.158933,-0.235427,0.0791786
-0.158935,0.235425,-0.0791792
-0.158935,0.235425,-0.0791789
0.158934,-0.235426,0.0791783
-0.158933,0.235427,-0.0791777
0.158932,-0.235428,0.0791779
-0.158933,0.235427,-0.0791785
0.158935,-0.235425,0.0791791
0.158935,-0.235426,0.0791785
-0.158933,0.235427,-0.0791776
0.158932,-0.235428,0.0791767
-0.158931,0.235428,-0.0791767
0.158933,-0.235427,0.0791775
-0.158934,0.235426,-0.0791784
-0.158933,0.235427,-0.079178
0.158932,-0.235428,0.0791767
-0.158931,0.235429,-0.0791754
0.15893,-0.23543,0.0791754
-0.158931,0.235428,-0.0791766
0.158933,-0.235427,0.079178
