mx,my,mz
-0.00057438,0.0275788,-0.0295019
0.0268828,0.0467426,-0.00749377
-0.0174162,0.0146477,-0.0417599
0.0335876,0.0514453,-0.00215854
-0.0144519,0.0170333,-0.0397028
0.022143,0.0434674,-0.0113423
0.00585673,0.0321967,-0.0244606
0.0200002,-0.0271556,0.022214
0.0430441,0.00374374,0.0331239
0.0049963,-0.0449874,0.014587
0.0486941,0.0112626,0.0358003
0.00771235,-0.0419476,0.0160228
0.0390964,-0.00162598,0.0312605
0.0254842,-0.0200335,0.0248815
-0.0217487,0.0339229,-0.00270032
0.0102466,0.0517244,0.0135561
-0.040487,0.0215571,-0.0125588
0.0180419,0.0561031,0.0175139
-0.0372705,0.0238649,-0.0108237
0.00469851,0.0486953,0.0107369
-0.0143509,0.038246,0.00111034
0.0329052,-0.0214017,-0.00952241
0.0531844,0.00826492,0.00819842
0.0190586,-0.0387165,-0.0199907
0.0581686,0.015486,0.012506
0.021622,-0.0357447,-0.0181732
0.0497278,0.00311302,0.00511619
0.0378025,-0.0145404,-0.00539729
-0.0238295,0.0172117,0.0276853
0.00861074,0.0385955,0.0374204
-0.0427558,0.00334844,0.020547
0.0165149,0.0438351,0.0398163
-0.0395152,0.00585513,0.0219163
0.00298543,0.0349284,0.0357682
-0.016339,0.0222976,0.0300999
0.0237487,0.00295723,-0.0325378
0.0459919,0.0274013,-0.00987819
0.00908404,-0.0121765,-0.0450673
0.0514457,0.033369,-0.00438727
0.011758,-0.00949563,-0.0429737
0.0421829,0.0231814,-0.0138437
0.0290675,0.00870432,-0.0273569
-0.00524932,-0.0099711,0.0387734
0.023207,0.0172422,0.046129
-0.0225137,-0.0262668,0.032628
0.0301564,0.0238792,0.0479546
-0.0194962,-0.023434,0.033864
0.018294,0.0125332,0.0449022
0.00138915,-0.00363899,0.040679
