mx,my,mz
0.00188887,0.00106989,-0.0175115
-0.0102007,-0.00577787,0.0945695
0.0178863,0.0101312,-0.165823
-0.0212141,-0.0120161,0.196674
0.0198647,0.0112518,-0.184164
-0.00860024,-0.00487136,0.0797322
-2.87844e-05,-1.63041e-05,0.000266859
0.00859355,0.00486757,-0.0796702
-0.0198046,-0.0112178,0.183607
0.021151,0.0119804,-0.196089
-0.0178143,-0.0100904,0.165155
0.0101238,0.00573433,-0.0938568
-0.00185998,-0.00105353,0.0172438
-0.00572561,-0.00324311,0.0530817
0.00569669,0.00322673,-0.0528136
0.000801742,0.000454124,-0.0074329
0.00846421,0.00479431,-0.078471
-0.0145373,-0.00823426,0.134775
0.0179557,0.0101705,-0.166466
-0.0142462,-0.00806934,0.132075
0.00888475,0.00503252,-0.0823699
-0.000107957,-6.11492e-05,0.00100086
-0.0167898,-0.00951011,0.155657
0.0226492,0.012829,-0.209979
-0.0230293,-0.0130443,0.213503
0.0177838,0.0100731,-0.164872
-0.00912087,-0.00516626,0.0845589
-0.00151703,-0.000859279,0.0140643
0.0102231,0.00579057,-0.0947774
-0.0115503,-0.00654234,0.107082
-0.0135207,-0.00765843,0.12535
-0.000702307,-0.000397802,0.00651104
0.00917425,0.00519649,-0.0850538
-0.0117484,-0.00665453,0.108918
0.0112575,0.0063765,-0.104368
-0.00451163,-0.00255548,0.041827
-0.0133347,-0.00755304,0.123625
0.0215815,0.0122242,-0.200081
-0.0248086,-0.0140521,0.229999
0.0231198,0.0130955,-0.214342
-0.0161887,-0.00916965,0.150085
0.00506113,0.00286673,-0.0469214
0.0059574,0.0033744,-0.0552307
-0.0143901,-0.00815088,0.13341
0.0180168,0.0102051,-0.167033
0.0212639,0.0120443,-0.197136
-0.0146545,-0.0083006,0.13586
0.000955465,0.000541196,-0.00885805
0.0059524,0.00337157,-0.0551843
-0.00410641,-0.00232596,0.0380702
-0.0121683,-0.00689238,0.112811
0.0207854,0.0117733,-0.1927
-0.0249362,-0.0141244,0.231181
0.0263079,0.0149014,-0.243898
-0.0229748,-0.0130134,0.212998
0.0137371,0.00778098,-0.127355
-0.00201835,-0.00114324,0.018712
-0.00881148,-0.00499101,0.0816906
0.0172166,0.00975184,-0.159614
-0.0213933,-0.0121176,0.198336
-0.0245202,-0.0138888,0.227325
0.0232519,0.0131704,-0.215567
-0.0165909,-0.00939747,0.153813
0.00261386,0.00148054,-0.0242329
-0.0138374,-0.00783783,0.128286
0.0209039,0.0118404,-0.193799
-0.0248184,-0.0140577,0.230089
0.0270371,0.0153144,-0.250659
-0.0270935,-0.0153464,0.251182
0.0240058,0.0135974,-0.222556
-0.0142967,-0.00809796,0.132544
0.00207608,0.00117594,-0.0192472
0.00872789,0.00494366,-0.0809156
-0.0176536,-0.00999938,0.163665
0.0231619,0.0131194,-0.214732
0.0259162,0.0146795,-0.240267
-0.0261087,-0.0147886,0.242052
0.0234633,0.0132901,-0.217527
-0.0239843,-0.0135852,0.222357
0.0226472,0.0128279,-0.209961
-0.0253528,-0.0143604,0.235044
0.0272967,0.0154615,-0.253066
-0.0280906,-0.0159111,0.260426
0.0277998,0.0157464,-0.25773
-0.0254014,-0.0143879,0.235494
0.019122,0.0108311,-0.177279
-0.00657714,-0.00372544,0.0609762
-0.00523617,-0.00296588,0.0485442
0.0153626,0.00870171,-0.142426
-0.0224212,-0.0126999,0.207866
-0.0245638,-0.0139135,0.227729
0.0262972,0.0148953,-0.243799
-0.0277493,-0.0157178,0.257262
0.0284281,0.0161023,-0.263555
-0.0283405,-0.0160527,0.262743
0.0280294,0.0158765,-0.259859
-0.0287324,-0.0162746,0.266376
0.0289343,0.016389,-0.268248
-0.0284247,-0.0161004,0.263524
0.0268874,0.0152296,-0.249271
-0.0232257,-0.0131555,0.215324
0.0152573,0.00864209,-0.14145
-0.00218437,-0.00123727,0.0202511
-0.00959249,-0.0054334,0.0889313
0.0191733,0.0108602,-0.177754
0.0204962,0.0116095,-0.190018
-0.0253262,-0.0143453,0.234798
0.0275778,0.0156207,-0.255672
-0.0286682,-0.0162383,0.265781
0.0293544,0.016627,-0.272143
-0.0295507,-0.0167382,0.273962
0.0294971,0.0167078,-0.273465
-0.0295253,-0.0167238,0.273727
0.0290335,0.0164452,-0.269167
-0.0280093,-0.0158651,0.259673
0.0259109,0.0146765,-0.240218
-0.0216247,-0.0122487,0.200481
0.0129192,0.00731769,-0.119773
-0.000140034,-7.93182e-05,0.00129824
-0.0118637,-0.00671985,0.109987
-0.013158,-0.00745297,0.121987
0.0217466,0.0123178,-0.201611
-0.0259683,-0.014709,0.24075
0.0280365,0.0158805,-0.259924
-0.0290489,-0.0164539,0.26931
0.0295344,0.0167289,-0.273811
-0.0295024,-0.0167108,0.273515
0.0295526,0.0167392,-0.27398
-0.0293479,-0.0166233,0.272083
0.0286534,0.0162299,-0.265644
-0.0275473,-0.0156034,0.255389
0.0252609,0.0143083,-0.234192
-0.0203625,-0.0115338,0.188779
0.0116293,0.00658711,-0.107815
0.000400626,0.000226923,-0.00371417
0.00243186,0.00137746,-0.0225456
-0.0154712,-0.00876321,0.143432
0.0233215,0.0132098,-0.216212
-0.0269312,-0.0152544,0.249677
0.0284461,0.0161125,-0.263721
-0.0289503,-0.0163981,0.268396
0.0287467,0.0162827,-0.266508
-0.0280491,-0.0158876,0.260041
0.0283654,0.0160668,-0.262974
-0.0284373,-0.0161075,0.263641
0.0277499,0.0157181,-0.257267
-0.0262797,-0.0148854,0.243637
0.0244967,0.0138755,-0.227107
-0.0190351,-0.0107819,0.176473
0.00938156,0.00531392,-0.0869758
0.00505652,0.00286412,-0.0468786
0.00680288,0.0038533,-0.063069
-0.0192827,-0.0109222,0.178769
0.0254637,0.0144232,-0.236072
-0.0278285,-0.0157626,0.257996
0.028108,0.015921,-0.260587
-0.0273195,-0.0154744,0.253277
0.0253907,0.0143818,-0.235395
-0.0227069,-0.0128617,0.210514
0.0240863,0.013643,-0.223302
-0.0235284,-0.013327,0.21813
0.0261286,0.0147998,-0.242237
-0.0259022,-0.0146716,0.240138
0.0223494,0.0126592,-0.2072
-0.0152269,-0.00862482,0.141167
-0.00861064,-0.00487725,0.0798287
-0.00221676,-0.00125562,0.0205515
0.0144667,0.00819423,-0.134119
-0.0240908,-0.0136455,0.223344
0.0271238,0.0153635,-0.251463
-0.0270614,-0.0153281,0.250884
0.0248539,0.0140778,-0.230419
-0.0209648,-0.0118749,0.194363
0.0139718,0.00791395,-0.129532
-0.00276779,-0.00156773,0.02566
0.0167951,0.0095131,-0.155706
-0.0233438,-0.0132224,0.216418
0.0245522,0.0139069,-0.227621
-0.0231384,-0.0131061,0.214515
0.0175738,0.00995418,-0.162925
0.00873936,0.00495016,-0.081022
0.00210224,0.00119075,-0.0194897
-0.013834,-0.00783588,0.128254
0.0230503,0.0130562,-0.213698
-0.0263454,-0.0149226,0.244246
0.0249716,0.0141444,-0.23151
-0.0208426,-0.0118057,0.193231
0.0122883,0.00696038,-0.113924
