mx,my,mz
-0.00490684,-0.0222559,0.237778
0.00464643,0.0210747,-0.225158
-0.0038802,-0.0175993,0.188028
0.00171219,0.00776596,-0.0829702
-0.00149767,-0.00679296,0.0725747
0.00148539,0.00673724,-0.0719795
-0.00180475,-0.00818579,0.0874555
0.00217639,0.0098714,-0.105464
-0.00247599,-0.0112303,0.119982
0.00256058,0.011614,-0.124082
-0.00228884,-0.0103815,0.110914
0.00137548,0.00623874,-0.0666536
9.90503e-05,0.000449266,-0.00479988
-0.00350235,-0.0158856,0.169719
0.00468812,0.0212638,-0.227179
0.00464687,0.0210767,-0.22518
-0.00491483,-0.0222921,0.238165
0.00469511,0.0212955,-0.227518
-0.00421414,-0.019114,0.20421
0.00309172,0.014023,-0.14982
-0.00329481,-0.0149442,0.159661
0.00341244,0.0154778,-0.165362
-0.00369642,-0.0167658,0.179123
0.00386429,0.0175272,-0.187257
-0.00409668,-0.0185812,0.198519
0.00385648,0.0174917,-0.186879
-0.00305285,-0.0138467,0.147936
0.00169437,0.00768514,-0.0821066
9.89855e-05,0.000448972,-0.00479674
-0.00355535,-0.0161259,0.172287
-0.003881,-0.017603,0.188067
0.00469514,0.0212956,-0.227519
-0.00480606,-0.0217988,0.232894
0.00460934,0.0209065,-0.223361
-0.0042337,-0.0192027,0.205158
0.00343529,0.0155814,-0.166469
-0.00395987,-0.0179607,0.191889
0.00370532,0.0168061,-0.179554
-0.00448846,-0.0203582,0.217504
0.00475548,0.0215693,-0.230443
-0.00468275,-0.0212394,0.226918
0.00422559,0.0191659,-0.204765
-0.00305303,-0.0138475,0.147945
0.00137573,0.00623986,-0.0666656
0.000525842,0.00238506,-0.0254815
0.00171374,0.00777297,-0.083045
-0.00421372,-0.0191121,0.20419
0.00460877,0.0209039,-0.223334
-0.0043468,-0.0197157,0.210639
0.00370803,0.0168184,-0.179685
-0.00256086,-0.0116153,0.124095
-7.77834e-05,-0.000352792,0.00376916
-0.00297803,-0.0135074,0.144311
0.00400993,0.0181878,-0.194315
-0.00461985,-0.0209541,0.22387
0.00495924,0.0224935,-0.240317
-0.0046829,-0.0212401,0.226926
0.00385683,0.0174934,-0.186896
-0.0022894,-0.010384,0.11094
0.000213869,0.000970034,-0.0103637
-0.00149617,-0.00678617,0.0725022
0.0030904,0.0140171,-0.149756
-0.00423246,-0.0191971,0.205098
0.00370725,0.0168149,-0.179647
-0.00221368,-0.0100406,0.107272
-0.00115871,-0.00525551,0.056149
0.00173444,0.00786684,-0.084048
-0.00102487,-0.00464848,0.0496636
-0.00239892,-0.0108807,0.116248
0.00405541,0.0183941,-0.196519
-0.00461994,-0.0209546,0.223875
0.00475573,0.0215705,-0.230455
-0.0040972,-0.0185836,0.198544
0.0025614,0.0116177,-0.124121
-0.000608061,-0.00275797,0.0294656
0.00148036,0.00671446,-0.0717361
-0.00329065,-0.0149253,0.15946
0.00343241,0.0155683,-0.166329
-0.00255872,-0.0116055,0.123991
-0.00116027,-0.00526264,0.0562251
0.00259528,0.0117714,-0.125763
-0.00320084,-0.014518,0.155108
0.00281218,0.0127551,-0.136274
-0.00126988,-0.00575975,0.0615362
-0.00239895,-0.0108809,0.116249
0.00401008,0.0181884,-0.194322
-0.00448877,-0.0203597,0.217519
0.003865,0.0175304,-0.187292
-0.00247713,-0.0112355,0.120038
0.000517083,0.00234532,-0.025057
-0.00179827,-0.00815638,0.0871413
0.00340683,0.0154523,-0.165089
-0.00395532,-0.01794,0.191668
-8.58045e-05,-0.000389191,0.00415804
0.00173975,0.00789095,-0.0843055
-0.00320408,-0.0145327,0.155264
0.00402184,0.0182418,-0.194892
-0.0037977,-0.0172251,0.18403
0.00281218,0.0127551,-0.136274
-0.00102485,-0.00464839,0.0496626
-0.00297807,-0.0135076,0.144313
0.00370579,0.0168083,-0.179577
-0.0036974,-0.0167702,0.17917
0.00217777,0.00987767,-0.105531
-0.000208086,-0.000943812,0.0100835
0.00217015,0.00984309,-0.105162
-0.00369108,-0.0167416,0.178864
0.00369937,0.0167791,-0.179265
-0.00296737,-0.013459,0.143794
-0.00103542,-0.00469636,0.0501751
0.00281902,0.0127862,-0.136605
-0.0038015,-0.0172424,0.184214
0.00402185,0.0182418,-0.194892
-0.00320084,-0.014518,0.155108
0.00173446,0.00786694,-0.0840491
-7.77063e-05,-0.000352442,0.00376543
-0.00396046,-0.0179634,0.191918
0.00341359,0.015483,-0.165417
-0.00180621,-0.00819238,0.0875259
-0.000200043,-0.00090733,0.00969375
-0.00247167,-0.0112107,0.119773
0.00386039,0.0175095,-0.187068
-0.00448379,-0.020337,0.217277
0.00400225,0.0181529,-0.193942
-0.00238409,-0.0108134,0.115529
-0.00128105,-0.00581044,0.0620778
0.00281901,0.0127861,-0.136605
-0.00320407,-0.0145326,0.155264
0.00259532,0.0117716,-0.125765
-0.00115871,-0.00525555,0.0561494
-0.00256116,-0.0116166,0.12411
0.0034359,0.0155841,-0.166498
-0.00329591,-0.0149492,0.159714
0.00148668,0.00674309,-0.0720419
0.000511039,0.00231791,-0.0247641
0.00255905,0.011607,-0.124008
-0.00409517,-0.0185744,0.198446
0.00475272,0.0215568,-0.230309
-0.00461476,-0.0209311,0.223624
0.00404748,0.0183581,-0.196134
-0.00238412,-0.0108136,0.115531
-0.00103539,-0.00469621,0.0501735
0.00173976,0.007891,-0.0843061
-0.00116028,-0.00526265,0.0562252
-0.00221393,-0.0100417,0.107283
0.00370838,0.01682,-0.179702
-0.00423413,-0.0192046,0.205179
0.0030925,0.0140266,-0.149857
-0.00149861,-0.00679721,0.0726202
-0.000605289,-0.0027454,0.0293314
-0.00229024,-0.0103878,0.110982
0.00385693,0.0174938,-0.186901
-0.00468196,-0.0212359,0.22688
0.00495679,0.0224824,-0.240198
-0.00461486,-0.0209315,0.223629
0.00400241,0.0181536,-0.19395
-0.00296743,-0.0134593,0.143797
-8.57101e-05,-0.000388762,0.00415347
-0.00255903,-0.0116069,0.124006
0.0037076,0.0168165,-0.179665
-0.00434711,-0.0197171,0.210654
0.00460966,0.0209079,-0.223377
-0.00421444,-0.0191154,0.204225
0.00171267,0.00776813,-0.0829934
0.000215521,0.000977538,-0.0104438
0.00137929,0.00625602,-0.0668383
-0.00305525,-0.0138577,0.148053
0.00422647,0.0191699,-0.204808
-0.0046821,-0.0212365,0.226887
0.00475295,0.0215579,-0.23032
-0.00448411,-0.0203385,0.217292
0.00369986,0.0167814,-0.179289
-0.00395592,-0.0179428,0.191697
0.00343304,0.0155712,-0.16636
-0.00423291,-0.0191991,0.20512
0.00460912,0.0209055,-0.223351
-0.00480625,-0.0217996,0.232903
0.00469526,0.0212962,-0.227525
-0.00388032,-0.0175999,0.188034
0.000522594,0.00237031,-0.025324
9.52266e-05,0.000431912,-0.00461447
0.00169849,0.0077038,-0.0823061
-0.0030554,-0.0138583,0.14806
0.00385724,0.0174952,-0.186916
-0.00409565,-0.0185765,0.198468
0.00386106,0.0175125,-0.187101
-0.00369205,-0.0167459,0.178911
0.003408,0.0154576,-0.165146
-0.00329182,-0.0149306,0.159516
0.00309128,0.0140211,-0.149799
-0.00421407,-0.0191137,0.204207
0.00469531,0.0212964,-0.227527
-0.00491489,-0.0222924,0.238168
0.00464645,0.0210748,-0.22516
-0.00355363,-0.0161181,0.172203
-0.00350034,-0.0158764,0.169621
9.51838e-05,0.000431717,-0.00461239
0.00137948,0.00625688,-0.0668474
