mx,my,mz
0.271437,-0.0961184,0.00636765
-0.264993,0.0938363,-0.00621646
0.271437,-0.0961184,0.00636764
-0.264993,0.0938363,-0.00621646
-0.264993,0.0938363,-0.00621646
0.271437,-0.0961185,0.00636765
-0.0552935,0.0195799,-0.00129713
0.270947,-0.0959449,0.00635615
0.271437,-0.0961184,0.00636764
-0.264993,0.0938363,-0.00621646
0.271437,-0.0961184,0.00636765
-0.264993,0.0938363,-0.00621646
-0.0552935,0.0195799,-0.00129713
0.270947,-0.0959449,0.00635615
-0.264993,0.0938363,-0.00621646
0.271437,-0.0961185,0.00636765
