mx,my,mz
-0.0891655,-0.0142441,0.145979
0.0848795,0.110082,-0.100699
-0.0481732,-0.163873,0.0169577
-0.00693362,0.155072,0.0732617
0.0593929,-0.0870372,-0.135499
0.0593935,-0.0870342,-0.1355
-0.0891651,-0.0142444,0.145979
0.084879,0.110081,-0.1007
-0.0481735,-0.163872,0.0169587
-0.00693397,0.155071,0.0732633
-0.00693727,0.155068,0.0732674
0.0593948,-0.0870321,-0.1355
-0.0891652,-0.0142453,0.145978
0.0848792,0.110082,-0.100699
-0.048172,-0.163873,0.0169546
-0.0481691,-0.163875,0.0169504
-0.00693856,0.155068,0.0732687
0.0593947,-0.0870318,-0.135501
-0.0891655,-0.014246,0.145979
0.0848787,0.110085,-0.100697
0.0848786,0.110086,-0.100697
-0.0481707,-0.163874,0.0169521
-0.00693588,0.155069,0.0732663
0.0593937,-0.0870347,-0.1355
-0.0891656,-0.0142452,0.145979
