mx,my,mz
-0.125028,-0.00602064,-0.253925
0.12503,0.00602186,0.253924
-0.12503,-0.00602279,-0.253924
0.125029,0.00602329,0.253924
-0.125027,-0.00602329,-0.253926
0.125023,0.00602277,0.253927
-0.125019,-0.00602185,-0.253929
0.125016,0.00602063,0.253931
-0.125012,-0.00601932,-0.253933
0.125011,0.0060181,0.253934
-0.12501,-0.00601717,-0.253934
0.125011,0.00601668,0.253933
-0.125014,-0.00601668,-0.253932
0.125017,0.00601718,0.25393
-0.125021,-0.00601811,-0.253928
0.125025,0.00601932,0.253927
0.125027,0.00602163,0.253925
-0.125029,-0.00602286,-0.253924
0.12503,0.00602378,0.253924
-0.125028,-0.00602429,-0.253925
0.125026,0.00602429,0.253926
-0.125023,-0.00602379,-0.253928
0.125019,0.00602285,0.25393
-0.125015,-0.00602164,-0.253931
0.125012,0.00602032,0.253933
-0.12501,-0.00601911,-0.253934
0.125009,0.00601818,0.253934
-0.12501,-0.00601766,-0.253934
0.125013,0.00601767,0.253932
-0.125016,-0.00601817,-0.253931
0.12502,0.0060191,0.253929
-0.125024,-0.00602031,-0.253927
-0.125028,-0.00602223,-0.253925
0.12503,0.00602345,0.253924
-0.12503,-0.0060244,-0.253924
0.125029,0.0060249,0.253924
-0.125027,-0.00602491,-0.253926
0.125023,0.00602441,0.253927
-0.125019,-0.00602348,-0.253929
0.125015,0.00602226,0.253931
-0.125012,-0.00602094,-0.253933
0.12501,0.00601972,0.253934
-0.12501,-0.00601877,-0.253934
0.125011,0.00601826,0.253933
-0.125014,-0.00601826,-0.253932
0.125017,0.00601876,0.25393
-0.125021,-0.0060197,-0.253928
0.125025,0.00602091,0.253927
0.125029,0.00602235,0.253924
-0.125031,-0.00602359,-0.253923
0.125032,0.00602452,0.253923
-0.125031,-0.00602505,-0.253923
0.125028,0.00602506,0.253925
-0.125025,-0.00602456,-0.253926
0.125021,0.00602362,0.253928
-0.125017,-0.0060224,-0.25393
0.125014,0.00602108,0.253932
-0.125012,-0.00601984,-0.253933
0.125012,0.0060189,0.253933
-0.125013,-0.00601839,-0.253932
0.125015,0.00601837,0.253931
-0.125019,-0.00601888,-0.25393
0.125023,0.0060198,0.253928
-0.125026,-0.00602104,-0.253926
-0.125032,-0.00602198,-0.253923
0.125034,0.00602321,0.253922
-0.125034,-0.00602417,-0.253922
0.125033,0.00602468,0.253922
-0.125031,-0.0060247,-0.253923
0.125027,0.0060242,0.253925
-0.125024,-0.00602327,-0.253927
0.12502,0.00602204,0.253929
-0.125017,-0.0060207,-0.253931
0.125015,0.00601947,0.253931
-0.125014,-0.00601852,-0.253932
