mx,my,mz
0.107062,-0.161379,-0.196893
-0.0670347,0.199061,0.179313
0.0240775,-0.22804,-0.153896
0.0199309,0.247061,0.121759
-0.0630725,-0.255298,-0.0843029
0.103465,0.252381,0.0431576
-0.139336,-0.238424,-0.000119237
0.169113,0.214035,-0.0429263
-0.191499,-0.180292,0.084096
0.205519,0.138672,-0.121593
-0.210556,-0.0909881,0.153775
0.206379,0.039325,-0.179227
-0.193175,0.0140516,0.196837
0.171535,-0.0668065,-0.205845
-0.142409,0.116641,0.205865
-0.0666864,0.198851,0.179658
0.0241424,-0.228086,-0.153838
0.0194573,0.24735,0.121292
-0.0622057,-0.255799,-0.0834466
0.102237,0.253078,0.0419567
-0.137809,-0.239309,0.00136854
0.167364,0.215082,-0.0446408
-0.189602,-0.181443,0.0859656
0.203546,0.139864,-0.123532
-0.208594,-0.0921727,0.155699
0.204529,0.0404537,-0.181065
-0.191522,0.0130353,0.198516
0.170137,-0.0659521,-0.20728
-0.141312,0.115977,0.206977
0.106318,-0.160929,-0.197631
0.0233968,-0.227637,-0.154575
0.0198062,0.247139,0.121637
-0.0621435,-0.255846,-0.083386
0.101764,0.253367,0.0414901
-0.136936,-0.239812,0.0022176
0.166127,0.215785,-0.0458283
-0.188068,-0.182336,0.0874424
0.201795,0.140915,-0.125242
-0.206696,-0.0933238,0.157568
0.202555,0.0416481,-0.183002
-0.189561,0.0118478,0.200438
0.168285,-0.0648271,-0.209118
-0.139652,0.114974,0.208657
0.10491,-0.160088,-0.199065
-0.0655826,0.198195,0.180767
0.0209175,0.246488,0.122741
-0.0628903,-0.255397,-0.0841224
0.102114,0.253157,0.0418341
-0.136876,-0.239859,0.0022809
0.165654,0.216073,-0.0462954
-0.187191,-0.182843,0.0882842
0.200553,0.141629,-0.126417
-0.20516,-0.094228,0.159036
0.200804,0.0427031,-0.18471
-0.187664,0.0106965,0.202307
0.166312,-0.0636306,-0.211055
-0.137692,0.113784,0.210579
0.103056,-0.158967,-0.200903
-0.0639133,0.197202,0.182444
0.0219758,-0.226807,-0.156003
-0.0643244,-0.254571,-0.0855392
0.103232,0.252506,0.0429314
-0.137624,-0.239409,0.00154569
0.166004,0.215863,-0.0459519
-0.187133,-0.182888,0.0883502
0.20008,0.141917,-0.126885
-0.204282,-0.0947429,0.159872
0.199562,0.0434319,-0.185876
-0.18613,0.00977908,0.203769
0.164563,-0.0625708,-0.212762
-0.135795,0.112632,0.212448
0.101084,-0.157768,-0.20284
-0.0619554,0.196009,0.184367
0.0201191,-0.225688,-0.157839
0.0225978,0.245501,0.12441
0.104923,0.25152,0.0445904
-0.139069,-0.238581,0.000141891
0.167128,0.215208,-0.0448623
-0.187881,-0.182438,0.0876162
0.20043,0.141706,-0.126542
-0.204224,-0.0947848,0.15994
0.19909,0.0437197,-0.186344
-0.185253,0.00925538,0.204602
0.163327,-0.0618259,-0.213924
-0.134268,0.111702,0.213909
0.0993382,-0.156704,-0.204547
-0.0600583,0.194857,0.186236
0.0181492,-0.224488,-0.159777
0.0245533,0.244307,0.126335
-0.0661842,-0.253453,-0.0873731
-0.140932,-0.237462,-0.00168893
0.168827,0.214218,-0.0432145
-0.189334,-0.181601,0.0862255
0.201557,0.141045,-0.125459
-0.204973,-0.0943335,0.159207
0.19944,0.0435082,-0.186002
-0.185195,0.00921674,0.204671
0.162854,-0.0615388,-0.214392
-0.133395,0.111169,0.21474
0.0981113,-0.155945,-0.20571
-0.0585412,0.193917,0.1877
0.016407,-0.223421,-0.161486
0.0264503,0.243155,0.128204
-0.0681523,-0.252253,-0.0893125
0.106876,0.250325,0.0465172
0.170778,0.213025,-0.0412852
-0.191198,-0.18048,0.0843977
0.203261,0.140045,-0.123822
-0.206428,-0.0934833,0.157827
0.200567,0.0428386,-0.184924
-0.185943,0.00966959,0.203939
0.163204,-0.0617508,-0.214049
-0.133335,0.111134,0.21481
0.0976382,-0.155658,-0.206178
-0.0576747,0.193377,0.188534
0.0151928,-0.222651,-0.162656
0.0279563,0.242208,0.129676
-0.0698907,-0.251184,-0.0910248
0.108773,0.249174,0.0483868
-0.142898,-0.236262,-0.00363003
-0.193164,-0.179281,0.0824549
0.205211,0.138854,-0.12189
-0.208293,-0.0923593,0.156002
0.20227,0.041826,-0.183294
-0.187396,0.0105356,0.202566
0.164327,-0.0624296,-0.212974
-0.134083,0.111588,0.214078
0.0979876,-0.155871,-0.205836
-0.0576124,0.193345,0.188603
0.0147192,-0.222365,-0.163124
0.0288156,0.241665,0.130514
-0.0710917,-0.250411,-0.0922052
0.110268,0.248226,0.0498684
-0.144633,-0.235195,-0.00534625
0.172675,0.211873,-0.0394155
0.207108,0.137702,-0.120021
-0.210259,-0.0911622,0.154058
0.20422,0.0406376,-0.181361
-0.18926,0.0116633,0.200742
0.166026,-0.0634557,-0.211348
-0.135528,0.11247,0.212706
0.0991057,-0.156558,-0.20476
-0.0583592,0.1938,0.18787
0.0150681,-0.222578,-0.162781
0.0288806,0.241633,0.130581
-0.0715658,-0.250125,-0.0926726
0.111121,0.247682,0.0507133
-0.145823,-0.234423,-0.00653973
0.174162,0.21093,-0.0379227
-0.194897,-0.178216,0.0807348
-0.21199,-0.0901012,0.152334
0.206117,0.0394863,-0.179491
-0.191226,0.0128583,0.198797
0.167977,-0.0646411,-0.209414
-0.13739,0.113601,0.210883
0.100796,-0.157596,-0.203133
-0.0597925,0.194694,0.186495
0.016179,-0.223271,-0.161701
0.0281351,0.24209,0.129848
-0.0712174,-0.250338,-0.0923294
0.111188,0.247651,0.0507782
-0.146297,-0.234137,-0.00700664
0.175009,0.210389,-0.0370703
-0.196079,-0.177454,0.0795282
0.208591,0.136769,-0.118518
0.2076,0.0385652,-0.17798
-0.192959,0.0139145,0.197072
0.169874,-0.0657922,-0.207544
-0.139357,0.114794,0.208938
0.102749,-0.158779,-0.201199
-0.0616522,0.195828,0.184671
0.0178586,-0.224318,-0.160069
0.0267148,0.242991,0.128464
-0.0701141,-0.251033,-0.0912438
0.110444,0.248107,0.0500437
-0.145949,-0.23435,-0.00666289
0.175079,0.210357,-0.0370083
-0.196553,-0.177167,0.0790617
0.209435,0.136234,-0.117658
-0.21317,-0.0893521,0.151117
-0.194141,0.0146478,0.195847
0.171362,-0.0666999,-0.20603
-0.141092,0.115846,0.207212
0.104646,-0.15993,-0.199329
-0.0636204,0.19702,0.182726
0.0198143,-0.225498,-0.158136
