mx,my,mz
0.0185957,-0.282143,-0.0125488
-0.0186006,0.282143,0.0125521
0.0186049,-0.282142,-0.012555
-0.0186081,0.282142,0.0125573
0.0186099,-0.282142,-0.0125587
-0.0186102,0.282142,0.0125591
0.0186088,-0.282142,-0.0125584
-0.018606,0.282142,0.0125567
0.018602,-0.282143,-0.0125542
-0.0185972,0.282143,0.0125512
0.0185921,-0.282144,-0.0125478
-0.0185871,0.282144,0.0125445
0.0185829,-0.282145,-0.0125416
-0.0185797,0.282145,0.0125393
0.0185779,-0.282145,-0.0125379
-0.0185776,0.282145,0.0125375
0.018579,-0.282145,-0.0125382
-0.0185818,0.282145,0.0125399
0.0185858,-0.282144,-0.0125423
-0.0185906,0.282144,0.0125454
-0.0185971,0.282143,0.0125452
0.018602,-0.282143,-0.0125485
-0.0186063,0.282143,0.0125514
0.0186095,-0.282142,-0.0125537
-0.0186113,0.282142,0.0125551
0.0186115,-0.282142,-0.0125555
-0.0186102,0.282142,0.0125548
0.0186073,-0.282142,-0.0125531
-0.0186033,0.282143,0.0125506
0.0185986,-0.282143,-0.0125476
-0.0185934,0.282144,0.0125442
0.0185885,-0.282144,-0.0125409
-0.0185842,0.282145,0.0125379
0.018581,-0.282145,-0.0125356
-0.0185792,0.282145,0.0125343
0.018579,-0.282145,-0.0125339
-0.0185803,0.282145,0.0125345
0.0185832,-0.282145,-0.0125362
-0.0185872,0.282144,0.0125387
0.018592,-0.282144,-0.0125418
0.0185994,-0.282143,-0.0125402
-0.0186044,0.282143,0.0125435
0.0186087,-0.282143,-0.0125465
-0.0186118,0.282142,0.0125488
0.0186136,-0.282142,-0.0125502
-0.0186139,0.282142,0.0125505
0.0186125,-0.282142,-0.0125499
-0.0186097,0.282142,0.0125482
0.0186057,-0.282143,-0.0125457
-0.0186009,0.282143,0.0125426
0.0185958,-0.282144,-0.0125393
-0.0185909,0.282144,0.0125359
0.0185866,-0.282145,-0.012533
-0.0185834,0.282145,0.0125307
0.0185816,-0.282145,-0.0125293
-0.0185813,0.282145,0.0125289
0.0185827,-0.282145,-0.0125296
-0.0185855,0.282145,0.0125313
0.0185895,-0.282144,-0.0125338
-0.0185943,0.282144,0.0125369
-0.0186026,0.282144,0.0125345
0.0186075,-0.282143,-0.0125378
-0.0186118,0.282143,0.0125407
0.018615,-0.282142,-0.012543
-0.0186168,0.282142,0.0125444
0.018617,-0.282142,-0.0125448
-0.0186157,0.282142,0.0125441
0.0186128,-0.282142,-0.0125425
-0.0186088,0.282143,0.01254
0.018604,-0.282143,-0.0125369
-0.0185989,0.282144,0.0125335
0.018594,-0.282144,-0.0125302
-0.0185897,0.282145,0.0125273
0.0185865,-0.282145,-0.012525
-0.0185847,0.282145,0.0125236
0.0185845,-0.282145,-0.0125232
-0.0185858,0.282145,0.0125239
0.0185886,-0.282145,-0.0125255
-0.0185927,0.282145,0.012528
0.0185974,-0.282144,-0.0125311
0.0186062,-0.282144,-0.0125285
-0.0186111,0.282143,0.0125318
0.0186154,-0.282143,-0.0125347
-0.0186186,0.282142,0.012537
0.0186204,-0.282142,-0.0125384
-0.0186206,0.282142,0.0125388
0.0186193,-0.282142,-0.0125381
-0.0186164,0.282143,0.0125365
0.0186124,-0.282143,-0.012534
-0.0186076,0.282143,0.0125309
0.0186025,-0.282144,-0.0125275
-0.0185976,0.282144,0.0125242
0.0185933,-0.282145,-0.0125213
-0.0185901,0.282145,0.012519
0.0185883,-0.282145,-0.0125176
-0.0185881,0.282145,0.0125172
0.0185894,-0.282145,-0.0125179
-0.0185923,0.282145,0.0125195
0.0185963,-0.282144,-0.012522
-0.0186011,0.282144,0.0125251
-0.0186099,0.282144,0.0125228
0.0186148,-0.282143,-0.0125261
-0.0186191,0.282143,0.0125291
0.0186223,-0.282142,-0.0125313
-0.0186241,0.282142,0.0125328
0.0186243,-0.282142,-0.0125331
-0.018623,0.282142,0.0125325
0.0186201,-0.282143,-0.0125308
-0.0186162,0.282143,0.0125283
0.0186113,-0.282143,-0.0125252
-0.0186062,0.282144,0.0125219
0.0186013,-0.282144,-0.0125186
-0.018597,0.282145,0.0125156
0.0185938,-0.282145,-0.0125133
-0.018592,0.282145,0.0125119
0.0185918,-0.282145,-0.0125115
-0.0185932,0.282145,0.0125122
0.018596,-0.282145,-0.0125139
-0.0186,0.282145,0.0125164
0.0186048,-0.282144,-0.0125194
0.0186134,-0.282144,-0.012518
-0.0186183,0.282143,0.0125213
0.0186226,-0.282143,-0.0125243
-0.0186258,0.282142,0.0125266
