mx,my,mz
-0.0241893,0.0314721,-0.262117
0.0227854,-0.0296455,0.246905
-0.0206645,0.026886,-0.223922
0.0152461,-0.0198363,0.165208
-0.00166799,0.00217017,-0.0180744
-0.00245159,0.0031897,-0.0265656
0.00446503,-0.00580933,0.0483834
-0.00584215,0.00760106,-0.0633059
0.0068911,-0.00896583,0.0746724
-0.00834504,0.0108575,-0.0904274
0.0173443,-0.0225663,0.187944
-0.0213267,0.0277476,-0.231098
0.0230575,-0.0299995,0.249853
-0.0242548,0.0315573,-0.262827
0.024404,-0.0317514,0.264444
0.0228164,-0.0296858,0.24724
-0.0205524,0.0267402,-0.222707
0.0146048,-0.0190019,0.158259
0.000704092,-0.000916075,0.00762959
-0.00713706,0.00928583,-0.0773376
0.0107254,-0.0139545,0.116221
-0.0131421,0.0170989,-0.142409
0.0143839,-0.0187145,0.155865
-0.0152213,0.019804,-0.164939
0.019915,-0.0259108,0.2158
-0.0223345,0.0290589,-0.242019
0.0235285,-0.0306123,0.254957
-0.0244231,0.0317763,-0.264651
0.0245065,-0.0318847,0.265554
-0.0242548,0.0315573,-0.262827
-0.0207618,0.0270127,-0.224977
0.0147161,-0.0191467,0.159464
0.00125971,-0.00163897,0.0136503
-0.00923802,0.0120193,-0.100104
0.0144128,-0.0187521,0.156178
-0.0178859,0.0232709,-0.193813
0.0195761,-0.0254699,0.212127
-0.0204872,0.0266553,-0.222
0.0224909,-0.0292623,0.243713
-0.0236373,0.0307538,-0.256135
0.0242221,-0.0315147,0.262473
-0.0247162,0.0321575,-0.267826
0.0247128,-0.0321531,0.267789
-0.0244231,0.0317763,-0.264651
0.0230575,-0.0299995,0.249853
0.0155951,-0.0202904,0.16899
0.000208343,-0.000271069,0.00225761
-0.00887198,0.0115431,-0.0961374
0.0153549,-0.0199778,0.166387
-0.0198692,0.0258512,-0.215304
0.0220293,-0.0286618,0.238711
-0.023099,0.0300535,-0.250302
0.0240603,-0.0313041,0.260718
-0.0246277,0.0320425,-0.266868
0.0249058,-0.0324043,0.269881
-0.0251072,0.0326662,-0.272063
0.0250325,-0.0325691,0.271254
-0.0247162,0.0321575,-0.267826
0.0235285,-0.0306123,0.254957
-0.0213267,0.0277476,-0.231098
-0.00282469,0.00367513,-0.0306085
-0.00600701,0.00781556,-0.0650924
0.0135993,-0.0176936,0.147363
-0.0195331,0.0254139,-0.211662
