Dimension,Densité,Energy_total,energy_per_site,Temperature,U,Iteration,criter_up,criter_d,criter_p,criter_m4,1,-28.6982,-1.79364,1e-06,3,134,6.84173e-07,6.88553e-07,9.82168e-07,9.82168e-07
4,1,-28.6982,-1.79364,1e-06,3,134,6.86543e-07,6.82929e-07,9.87908e-07,9.87908e-07
4,1,-28.6982,-1.79364,1e-06,3,134,6.84385e-07,6.86903e-07,9.86771e-07,9.86771e-07
4,1,-28.6982,-1.79364,1e-06,3,139,4.65021e-07,4.22453e-07,9.02386e-07,9.02386e-07
4,1,-28.6982,-1.79364,1e-06,3,139,4.18288e-07,4.58114e-07,9.32084e-07,9.32084e-07
4,1,-28.6982,-1.79364,1e-06,3,139,4.23911e-07,4.25022e-07,9.17904e-07,9.17904e-07
4,1,-28.6982,-1.79364,1e-06,3,135,2.37337e-07,2.15077e-07,9.34328e-07,9.34328e-07
4,0.9375,-31.3398,-1.95874,1e-06,3,146,3.11278e-07,4.70419e-07,9.56854e-07,9.56854e-07
4,0.9375,-31.3398,-1.95874,1e-06,3,146,3.01652e-07,4.71085e-07,9.56601e-07,9.56601e-07
4,0.9375,-31.3398,-1.95874,1e-06,3,148,4.83521e-07,3.18681e-07,9.2475e-07,9.2475e-07
4,0.9375,-31.3398,-1.95874,1e-06,3,148,4.82946e-07,3.08952e-07,9.18337e-07,9.18337e-07
4,0.9375,-31.3398,-1.95874,1e-06,3,160,7.24008e-07,7.07478e-07,9.64589e-07,9.64589e-07
4,0.9375,-31.3398,-1.95874,1e-06,3,185,1.465e-07,1.98609e-07,9.47588e-07,9.47588e-07
4,0.875,-34.2278,-2.13924,1e-06,3,185,6.6162e-07,6.58363e-07,9.69184e-07,9.69184e-07
4,0.875,-34.2278,-2.13924,1e-06,3,173,7.16605e-07,7.28766e-07,9.46053e-07,9.46053e-07
4,0.875,-34.2278,-2.13924,1e-06,3,173,7.23832e-07,7.21014e-07,9.45795e-07,9.45795e-07
4,0.875,-34.0444,-2.12777,1e-06,3,167,6.53597e-07,6.53598e-07,9.76896e-07,9.76896e-07
4,0.875,-34.0444,-2.12777,1e-06,3,167,6.53629e-07,6.53629e-07,9.7717e-07,9.7717e-07
4,0.875,-34.0444,-2.12777,1e-06,3,167,6.48806e-07,6.49803e-07,9.81918e-07,9.81918e-07
4,0.8125,-37.2011,-2.32507,1e-06,3,217,4.39186e-07,4.39182e-07,9.56595e-07,9.56595e-07
4,0.8125,-37.2011,-2.32507,1e-06,3,217,4.39195e-07,4.39192e-07,9.56634e-07,9.56634e-07
4,0.8125,-37.2011,-2.32507,1e-06,3,219,3.22716e-07,3.22716e-07,9.65631e-07,9.65631e-07
4,0.812487,-37.2012,-2.32507,1e-06,3,1000,9.30626e-06,7.96906e-05,4.86099e-05,4.86099e-05
4,0.8125,-37.2011,-2.32507,1e-06,3,192,1.36569e-06,1.36614e-06,9.84454e-07,9.84454e-07
4,0.8125,-37.2011,-2.32507,1e-06,3,192,1.33916e-06,1.37556e-06,9.96563e-07,9.96563e-07
4,0.75,-40.4625,-2.52891,1e-06,3,272,3.53457e-07,3.53477e-07,9.83275e-07,9.83275e-07
4,0.75,-40.4625,-2.52891,1e-06,3,273,3.46484e-07,3.46507e-07,9.61466e-07,9.61466e-07
4,0.75,-40.4625,-2.52891,1e-06,3,284,1.02278e-07,1.02208e-07,9.69287e-07,9.69287e-07
4,0.75,-40.4625,-2.52891,1e-06,3,287,1.03228e-07,1.03222e-07,9.79872e-07,9.79872e-07
4,0.75,-40.4054,-2.52534,1e-06,3,218,2.81146e-06,2.79302e-06,9.69007e-07,9.69007e-07
4,0.75,-40.4625,-2.52891,1e-06,3,281,3.74571e-07,3.74608e-07,9.73933e-07,9.73933e-07
4,0.747631,-40.5016,-2.53135,1e-06,3,1000,0.00375054,0.0129193,0.00813468,0.00813468
4,0.6875,-43.9752,-2.74845,1e-06,3,135,4.20432e-07,4.5912e-07,9.1872e-07,9.1872e-07
4,0.6875,-43.9752,-2.74845,1e-06,3,135,4.20504e-07,4.58819e-07,9.26818e-07,9.26818e-07
4,0.6875,-43.9752,-2.74845,1e-06,3,135,4.21632e-07,4.60005e-07,9.29753e-07,9.29753e-07
4,0.6875,-43.9752,-2.74845,1e-06,3,132,3.17448e-07,3.22642e-07,9.85538e-07,9.85538e-07
4,0.6875,-43.9752,-2.74845,1e-06,3,132,3.16514e-07,3.21606e-07,9.84271e-07,9.84271e-07
4,0.6875,-43.9752,-2.74845,1e-06,3,132,3.16766e-07,3.22373e-07,9.84054e-07,9.84054e-07
4,0.625,-47.8125,-2.98828,1e-06,3,120,2.30026e-07,2.20875e-07,9.41858e-07,9.41858e-07
4,0.625,-47.8125,-2.98828,1e-06,3,118,1.80504e-07,1.77933e-07,9.27601e-07,9.27601e-07
4,0.625,-47.8125,-2.98828,1e-06,3,118,1.84838e-07,2.08441e-07,9.27089e-07,9.27089e-07
4,0.625,-47.8125,-2.98828,1e-06,3,118,1.78818e-07,1.87675e-07,9.18117e-07,9.18117e-07
4,0.625,-47.8125,-2.98828,1e-06,3,118,1.8068e-07,1.80826e-07,9.22116e-07,9.22116e-07
4,0.625,-47.8125,-2.98828,1e-06,3,117,1.97231e-07,1.86883e-07,9.95089e-07,9.95089e-07
4,0.5625,-46.8083,-2.92552,1e-06,3,182,1.19012e-06,1.20342e-06,9.80895e-07,9.80895e-07
4,0.5625,-46.8083,-2.92552,1e-06,3,151,2.83033e-06,2.9537e-06,9.81416e-07,9.81416e-07
4,0.5625,-46.8083,-2.92552,1e-06,3,151,2.83014e-06,2.95365e-06,9.81205e-07,9.81205e-07
4,0.5625,-46.8083,-2.92552,1e-06,3,151,2.84675e-06,2.97191e-06,9.85351e-07,9.85351e-07
4,0.5625,-46.8083,-2.92552,1e-06,3,151,2.83019e-06,2.95362e-06,9.8117e-07,9.8117e-07
4,0.5625,-46.8083,-2.92552,1e-06,3,153,2.52323e-06,2.75169e-06,9.84518e-07,9.84518e-07
5,1,-32.5084,-1.30034,1e-06,3,1000,3.62086e-05,3.92563e-05,3.07669e-05,3.07669e-05
5,1,-32.5082,-1.30033,1e-06,3,1000,2.55438e-05,1.95988e-05,1.49442e-05,1.49442e-05
5,0.999998,-32.5441,-1.30176,1e-06,3,1000,0.000227608,0.00022619,0.000213648,0.000213648
5,1,-32.5081,-1.30033,1e-06,3,1000,2.43887e-05,1.95472e-05,1.53005e-05,1.53005e-05
5,0.96,-38.5156,-1.54063,1e-06,3,240,2.31446e-06,2.29326e-06,9.98191e-07,9.98191e-07
5,0.959994,-38.5163,-1.54065,1e-06,3,1000,2.78155e-05,3.26149e-05,2.82066e-05,2.82066e-05
5,0.96,-38.5156,-1.54063,1e-06,3,718,9.49912e-07,9.61081e-07,9.88069e-07,9.88069e-07
5,0.96,-38.5156,-1.54063,1e-06,3,1000,1.48384e-05,1.48744e-05,1.73591e-05,1.73591e-05
5,0.92,-45.0701,-1.80281,1e-06,3,1000,1.78687e-06,1.6459e-06,1.36273e-06,1.36273e-06
5,0.92,-45.0707,-1.80283,1e-06,3,1000,9.01093e-06,1.069e-05,8.86502e-06,8.86502e-06
5,0.92,-45.0701,-1.80281,1e-06,3,1000,5.55358e-06,5.76179e-06,4.69927e-06,4.69927e-06
5,0.919939,-45.111,-1.80444,1e-06,3,1000,0.000398386,0.000479611,0.000427469,0.000427469
5,0.88,-52.5712,-2.10285,1e-06,3,185,1.78445e-06,1.74112e-06,9.75443e-07,9.75443e-07
5,0.88,-52.571,-2.10284,1e-06,3,1000,1.17605e-05,1.06015e-05,1.38499e-05,1.38499e-05
5,0.88,-52.5712,-2.10285,1e-06,3,192,1.74929e-06,1.79464e-06,9.91538e-07,9.91538e-07
5,0.88,-52.5712,-2.10285,1e-06,3,191,9.74664e-07,1.10186e-06,9.76575e-07,9.76575e-07
5,0.84,-56.1217,-2.24487,1e-06,3,1000,1.65347e-05,1.55469e-05,1.39564e-05,1.39564e-05
5,0.84,-56.121,-2.24484,1e-06,3,1000,6.41298e-05,6.1093e-05,7.96301e-05,7.96301e-05
5,0.84,-56.1216,-2.24486,1e-06,3,1000,2.26437e-05,1.83201e-05,3.03169e-05,3.03169e-05
5,0.84,-56.1214,-2.24486,1e-06,3,1000,3.34098e-05,3.25469e-05,3.73808e-05,3.73808e-05
