16,1,-465.334,-1.81771,1e-06,3,710,1.13346e-06,1.14586e-06,9.78463e-07,9.78463e-07
16,0.90232,-542.706,-2.11994,1e-06,3,2000,0.000170432,0.000127811,0.000490886,0.000490886
16,0.800775,-614.93,-2.40207,1e-06,3,2000,3.82755e-05,3.82762e-05,7.20067e-05,7.20067e-05
16,0.703108,-700.099,-2.73476,1e-06,3,2000,7.1065e-05,0.000135381,0.000359696,0.000359696
16,0.601511,-757.598,-2.95937,1e-06,3,2000,0.000139371,0.000143889,0.000413722,0.000413722
16,0.500015,-766.81,-2.99535,1e-06,3,2000,7.82131e-06,9.15937e-06,3.12259e-05,3.12259e-05
6,1,-65.5725,-1.82146,1e-06,3,159,6.26161e-07,5.99518e-07,9.87006e-07,9.87006e-07
10,1,-181.742,-1.81742,1e-06,3,299,6.64019e-07,6.60533e-07,9.85561e-07,9.85561e-07
10,1,-181.742,-1.81742,1e-06,3,261,9.45892e-07,9.46237e-07,9.83556e-07,9.83556e-07
16,1,-465.334,-1.81771,1e-06,3,543,1.6739e-06,1.67909e-06,9.87482e-07,9.87482e-07
16,1,-465.334,-1.81771,1e-06,3,625,4.94265e-07,4.97992e-07,9.76992e-07,9.76992e-07
20,1,-727.428,-1.81857,1e-06,3,1121,1.09307e-06,1.08784e-06,9.86477e-07,9.86477e-07
