15,1,-404.07,-1.79587,1e-06,3,1342,8.54995e-07,8.67626e-07,9.95045e-07,9.95045e-07
15,0.991102,-410.627,-1.82501,1e-06,3,2000,5.02637e-05,4.80388e-05,4.09276e-05,4.09276e-05
15,0.982198,-416.44,-1.85085,1e-06,3,2000,7.90022e-05,7.82029e-05,5.51206e-05,5.51206e-05
15,0.973182,-421.631,-1.87391,1e-06,3,2000,0.00079452,0.000741372,0.000149426,0.000149426
15,0.96,-433.702,-1.92757,1e-06,3,2000,8.52486e-06,1.00357e-05,8.62607e-06,8.62607e-06
15,0.95109,-440.984,-1.95993,1e-06,3,2000,0.000293351,0.000393691,0.000163605,0.000163605
15,0.942222,-448.231,-1.99214,1e-06,3,2000,0.000103825,9.81384e-05,0.000141694,0.000141694
15,0.932681,-456.687,-2.02972,1e-06,3,2000,0.018369,0.00528133,0.00234788,0.00234788
15,0.92,-465.914,-2.07073,1e-06,3,671,3.7216e-06,3.71852e-06,9.94469e-07,9.94469e-07
15,0.911098,-472.282,-2.09903,1e-06,3,2000,0.000218062,2.92776e-05,1.87281e-05,1.87281e-05
15,0.902218,-478.541,-2.12685,1e-06,3,525,5.26974e-05,9.48197e-05,9.99126e-07,9.99126e-07
15,0.893298,-484.45,-2.15311,1e-06,3,2000,0.000446552,0.000238278,2.32978e-05,2.32978e-05
15,0.88,-493.343,-2.19264,1e-06,3,2000,3.66007e-05,4.77435e-05,7.25745e-06,7.25745e-06
15,0.87098,-499.347,-2.21932,1e-06,3,2000,0.00237736,0.000573831,0.000137009,0.000137009
15,0.862218,-505.674,-2.24744,1e-06,3,2000,0.000244505,0.000147531,2.42995e-05,2.42995e-05
15,0.853206,-512.605,-2.27824,1e-06,3,2000,0.00395881,0.000446172,0.000409473,0.000409473
15,0.84,-520.203,-2.31201,1e-06,3,2000,2.59386e-05,1.90744e-05,1.89492e-05,1.89492e-05
15,0.831107,-528.672,-2.34965,1e-06,3,2000,0.000105334,0.000133263,1.02939e-05,1.02939e-05
15,0.822199,-535.554,-2.38024,1e-06,3,2000,0.000118818,0.000616402,5.14279e-05,5.14279e-05
15,0.812979,-541.853,-2.40824,1e-06,3,2000,0.000659571,0.0131746,0.000722596,0.000722596
15,0.8,-546.338,-2.42817,1e-06,3,1322,6.97262e-07,7.84829e-07,9.97915e-07,9.97915e-07
15,0.790756,-551.715,-2.45207,1e-06,3,2000,0.00317817,0.00295072,0.00171598,0.00171598
15,0.781892,-560.164,-2.48962,1e-06,3,2000,0.0025153,0.00252792,0.00154592,0.00154592
15,0.773308,-564.461,-2.50871,1e-06,3,2000,0.00062661,0.000269769,0.000135273,0.000135273
15,0.76,-572.276,-2.54345,1e-06,3,2000,6.00294e-05,7.12716e-05,4.98594e-05,4.98594e-05
15,0.751107,-577.31,-2.56582,1e-06,3,2000,0.000129598,0.000130674,0.000111828,0.000111828
15,0.742222,-584.064,-2.59584,1e-06,3,2000,5.91965e-05,5.84142e-05,5.49533e-05,5.49533e-05
15,0.733209,-591.184,-2.62748,1e-06,3,2000,0.000222151,0.000210413,0.000215653,0.000215653
