mx,my,mz
-0.000100224,0.000116951,5.60842e-06
0.000100199,-0.000116899,-5.58031e-06
-0.00010023,0.00011657,5.48588e-06
0.000100466,-0.000116731,-5.58262e-06
9.99478e-05,-0.000117027,-5.3477e-06
-0.000100056,0.000117103,5.23553e-06
0.000100062,-0.000116801,-5.18389e-06
-0.000100061,0.000116954,5.36161e-06
-0.000100037,0.000116965,5.41129e-06
0.000100005,-0.000116994,-5.34227e-06
-9.99636e-05,0.000116844,5.37577e-06
0.000100232,-0.000116927,-5.50428e-06
0.000100278,-0.000117058,-5.21824e-06
-9.99937e-05,0.00011707,5.22791e-06
0.0001001,-0.000116776,-5.21403e-06
-0.000100486,0.000116987,5.2629e-06
